event_a_id,event_a_event_id,event_a_name,event_b_id,event_b_event_id,event_b_name,event_c_id,event_c_event_id,event_c_name,rule_ids_a_to_b,article_ids_a_to_b,rule_ids_b_to_c,article_ids_b_to_c,support_a_to_b,support_b_to_c
EVENT::da_chap_hanh_mot_nua_thoi_han_cam_cu_tru_hoac_quan_che_va_cai_tao_tot,da_chap_hanh_mot_nua_thoi_han_cam_cu_tru_hoac_quan_che_va_cai_tao_tot,Đã chấp hành một nửa thời hạn cấm cư trú hoặc quản chế và cải tạo tốt,EVENT::mien_phan_hinh_phat_con_lai,mien_phan_hinh_phat_con_lai,Có thể được miễn phần hình phạt còn lại || Được miễn phần hình phạt còn lại,EVENT::duoc_coi_nhu_da_chap_hanh_xong_hinh_phat,duoc_coi_nhu_da_chap_hanh_xong_hinh_phat,Được coi như đã chấp hành xong hình phạt,176,62,203,73,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_02_nam_den_06_nam,phat_tu_tu_02_nam_den_06_nam,Phạt tù từ 02 năm đến 06 năm:,146,53,324,134,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_18_nam_den_20_nam_hoac_tu_chung_than,phat_tu_tu_18_nam_den_20_nam_hoac_tu_chung_than,Phạt tù từ 18 năm đến 20 năm hoặc tù chung thân:,146,53,502,151,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_07_nam_den_12_nam,phat_tu_tu_07_nam_den_12_nam,Phạt tù từ 07 năm đến 12 năm: || Phạt tù từ 07 năm đến 12 năm,146,53,510,152,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_10_nam_den_15_nam,phat_tu_tu_10_nam_den_15_nam,Phạt tù từ 10 năm đến 15 năm: || Phạt tù từ 10 năm đến 15 năm,146,53,523,153,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_12_nam_den_20_nam_hoac_tu_chung_than,phat_tu_tu_12_nam_den_20_nam_hoac_tu_chung_than,Phạt tù từ 12 năm đến 20 năm hoặc tù chung thân || Phạt tù từ 12 năm đến 20 năm hoặc tù chung thân:,146,53,536,154,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_50_000_000_dong_den_100_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,phat_tien_tu_50_000_000_dong_den_100_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,Phạt tiền từ 50.000.000 đồng đến 100.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm:,146,53,770,177,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_200_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_05_nam,phat_tien_tu_200_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_05_nam,Phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 02 năm đến 05 năm:,146,53,842,189,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_1_000_000_000_dong_den_3_000_000_000_dong_hoac_phat_tu_tu_05_nam_den_10_nam,phat_tien_tu_1_000_000_000_dong_den_3_000_000_000_dong_hoac_phat_tu_tu_05_nam_den_10_nam,Phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng hoặc phạt tù từ 05 năm đến 10 năm || Phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng hoặc phạt tù từ 05 năm đến 10 năm:,146,53,861,190,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_300_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_05_nam,phat_tien_tu_300_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_05_nam,Phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 02 năm đến 05 năm:,146,53,884,191,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_1_500_000_000_dong_den_5_000_000_000_dong_hoac_phat_tu_tu_07_nam_den_15_nam,phat_tien_tu_1_500_000_000_dong_den_5_000_000_000_dong_hoac_phat_tu_tu_07_nam_den_15_nam,Phạt tiền từ 1.500.000.000 đồng đến 5.000.000.000 đồng hoặc phạt tù từ 07 năm đến 15 năm:,146,53,1010,196,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_500_000_000_dong_den_1_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_03_nam,phat_tien_tu_500_000_000_dong_den_1_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_03_nam,Phạt tiền từ 500.000.000 đồng đến 1.500.000.000 đồng hoặc phạt tù từ 01 năm đến 03 năm:,146,53,1041,200,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_100_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,phat_tien_tu_100_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,Phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm:,146,53,1057,202,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_200_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,phat_tien_tu_200_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,Phạt tiền từ 200.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm:,146,53,1065,203,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_500_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,phat_tien_tu_500_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,Phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm:,146,53,1094,209,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_2_000_000_000_dong_den_4_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,phat_tien_tu_2_000_000_000_dong_den_4_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,Phạt tiền từ 2.000.000.000 đồng đến 4.000.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm:,146,53,1110,211,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_100_000_000_dong_den_300_000_000_dong_hoac_phat_tu_tu_01_nam_den_03_nam,phat_tien_tu_100_000_000_dong_den_300_000_000_dong_hoac_phat_tu_tu_01_nam_den_03_nam,Phạt tiền từ 100.000.000 đồng đến 300.000.000 đồng hoặc phạt tù từ 01 năm đến 03 năm:,146,53,1125,213,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_500_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,phat_tien_tu_500_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,Phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm:,146,53,1239,228,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_300_000_000_dong_den_1_500_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,phat_tien_tu_300_000_000_dong_den_1_500_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,Phạt tiền từ 300.000.000 đồng đến 1.500.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm:,146,53,1269,232,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_400_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_05_nam,phat_tien_tu_400_000_000_dong_den_2_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_05_nam,Phạt tiền từ 400.000.000 đồng đến 2.000.000.000 đồng hoặc phạt tù từ 03 năm đến 05 năm:,146,53,1343,236,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_600_000_000_dong_den_4_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,phat_tien_tu_600_000_000_dong_den_4_000_000_000_dong_hoac_phat_tu_tu_02_nam_den_07_nam,Phạt tiền từ 600.000.000 đồng đến 4.000.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm:,146,53,1364,238,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_06_nam_den_13_nam,phat_tu_tu_06_nam_den_13_nam,Phạt tù từ 06 năm đến 13 năm:,146,53,1639,253,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_08_nam_den_15_nam,phat_tu_tu_08_nam_den_15_nam,Phạt tù từ 08 năm đến 15 năm: || Phạt tù từ 08 năm đến 15 năm,146,53,1767,265,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_50_000_000_dong_den_150_000_000_dong_hoac_phat_tu_tu_03_nam_den_10_nam,phat_tien_tu_50_000_000_dong_den_150_000_000_dong_hoac_phat_tu_tu_03_nam_den_10_nam,Phạt tiền từ 50.000.000 đồng đến 150.000.000 đồng hoặc phạt tù từ 03 năm đến 10 năm:,146,53,1781,266,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_100_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,phat_tien_tu_100_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_01_nam_den_05_nam,Phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm:,146,53,1941,285,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_200_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,phat_tien_tu_200_000_000_dong_den_500_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,Phạt tiền từ 200.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 03 năm đến 07 năm:,146,53,1949,286,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_200_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,phat_tien_tu_200_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,Phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 03 năm đến 07 năm:,146,53,1958,287,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_300_000_000_dong_den_1_000_000_000_dong_hoac_bi_phat_tu_tu_03_nam_den_07_nam,phat_tien_tu_300_000_000_dong_den_1_000_000_000_dong_hoac_bi_phat_tu_tu_03_nam_den_07_nam,Phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng hoặc bị phạt tù từ 03 năm đến 07 năm:,146,53,1983,289,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tu_tu_10_nam_den_20_nam_hoac_tu_chung_than,phat_tu_tu_10_nam_den_20_nam_hoac_tu_chung_than,Phạt tù từ 10 năm đến 20 năm hoặc tù chung thân || Phạt tù từ 10 năm đến 20 năm hoặc tù chung thân:,146,53,2087,303,1,1
EVENT::da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,da_tai_pham_chua_xoa_an_tich_va_lai_co_y_pham_toi,Đã tái phạm chưa xóa án tích và lại cố ý phạm tội,EVENT::tai_pham_nguy_hiem,tai_pham_nguy_hiem,Tái phạm nguy hiểm,EVENT::phat_tien_tu_400_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,phat_tien_tu_400_000_000_dong_den_1_000_000_000_dong_hoac_phat_tu_tu_03_nam_den_07_nam,Phạt tiền từ 400.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 03 năm đến 07 năm:,146,53,2237,316,1,1
EVENT::dong_pham_co_su_cau_ket_chat_che,dong_pham_co_su_cau_ket_chat_che,Đồng phạm có sự câu kết chặt chẽ,EVENT::pham_toi_co_to_chuc,pham_toi_co_to_chuc,Phạm tội có tổ chức,EVENT::co_tinh_tiet_tang_nang_trach_nhiem_hinh_su,co_tinh_tiet_tang_nang_trach_nhiem_hinh_su,Có tình tiết tăng nặng trách nhiệm hình sự,37,17,128,52,1,1
EVENT::du_dieu_kien_duong_nhien_xoa_an_tich,du_dieu_kien_duong_nhien_xoa_an_tich,Đủ điều kiện đương nhiên xóa án tích,EVENT::xoa_an_tich,xoa_an_tich,Được xóa án tích || Có thể được xóa án tích,EVENT::duoc_coi_nhu_chua_bi_ket_an,duoc_coi_nhu_chua_bi_ket_an,Được coi như chưa bị kết án,199,70,197,69,1,1
EVENT::du_dieu_kien_hoan_chap_hanh_hinh_phat_tu,du_dieu_kien_hoan_chap_hanh_hinh_phat_tu,Đủ điều kiện hoãn chấp hành hình phạt tù,EVENT::tam_dinh_chi_chap_hanh_hinh_phat_tu,tam_dinh_chi_chap_hanh_hinh_phat_tu,Có thể được tạm đình chỉ chấp hành hình phạt tù || Được tạm đình chỉ chấp hành hình phạt tù,EVENT::khong_tinh_thoi_gian_tam_dinh_chi_vao_thoi_gian_chap_hanh_an,khong_tinh_thoi_gian_tam_dinh_chi_vao_thoi_gian_chap_hanh_an,Không tính thời gian tạm đình chỉ vào thời gian chấp hành án,195,68,196,68,1,1
EVENT::du_dieu_kien_tha_tu_truoc_thoi_han,du_dieu_kien_tha_tu_truoc_thoi_han,Đủ điều kiện tha tù trước thời hạn,EVENT::tha_tu_truoc_thoi_han_co_dieu_kien,tha_tu_truoc_thoi_han_co_dieu_kien,Có thể được tha tù trước thời hạn có điều kiện || Được tha tù trước thời hạn có điều kiện,EVENT::phai_thuc_hien_nghia_vu_trong_thoi_gian_thu_thach,phai_thuc_hien_nghia_vu_trong_thoi_gian_thu_thach,Phải thực hiện nghĩa vụ trong thời gian thử thách,185,66,186,66,1,1
EVENT::du_dieu_kien_xoa_an_tich,du_dieu_kien_xoa_an_tich,Đủ điều kiện xóa án tích,EVENT::xoa_an_tich,xoa_an_tich,Được xóa án tích || Có thể được xóa án tích,EVENT::duoc_coi_nhu_chua_bi_ket_an,duoc_coi_nhu_chua_bi_ket_an,Được coi như chưa bị kết án,8,3,197,69,1,1
EVENT::du_dieu_kien_xoa_an_tich_dac_biet,du_dieu_kien_xoa_an_tich_dac_biet,Đủ điều kiện xóa án tích đặc biệt,EVENT::xoa_an_tich,xoa_an_tich,Được xóa án tích || Có thể được xóa án tích,EVENT::duoc_coi_nhu_chua_bi_ket_an,duoc_coi_nhu_chua_bi_ket_an,Được coi như chưa bị kết án,201,72,197,69,1,1
EVENT::du_dieu_kien_xoa_an_tich_theo_quyet_dinh_cua_toa_an,du_dieu_kien_xoa_an_tich_theo_quyet_dinh_cua_toa_an,Đủ điều kiện xóa án tích theo quyết định của Tòa án,EVENT::xoa_an_tich,xoa_an_tich,Được xóa án tích || Có thể được xóa án tích,EVENT::duoc_coi_nhu_chua_bi_ket_an,duoc_coi_nhu_chua_bi_ket_an,Được coi như chưa bị kết án,200,71,197,69,1,1
EVENT::duoc_dac_xa_hoac_dai_xa,duoc_dac_xa_hoac_dai_xa,Được đặc xá hoặc đại xá,EVENT::mien_chap_hanh_hinh_phat,mien_chap_hanh_hinh_phat,Được miễn chấp hành hình phạt || Có thể được miễn chấp hành hình phạt,EVENT::van_phai_thuc_hien_nghia_vu_dan_su,van_phai_thuc_hien_nghia_vu_dan_su,Vẫn phải thực hiện nghĩa vụ dân sự,170,62,177,62,1,1
EVENT::gay_thiet_hai_nho_hon_de_tranh_thiet_hai_lon_hon,gay_thiet_hai_nho_hon_de_tranh_thiet_hai_lon_hon,Gây thiệt hại nhỏ hơn để tránh thiệt hại lớn hơn,EVENT::tinh_the_cap_thiet,tinh_the_cap_thiet,Tình thế cấp thiết,EVENT::khong_bi_coi_la_toi_pham,khong_bi_coi_la_toi_pham,Không bị coi là tội phạm,49,23,50,23,1,1
EVENT::ket_an_cai_tao_khong_giam_giu_hoac_tu_den_03_nam_chap_hanh_tot_phap_luat_gia_dinh_dac_biet_kho_khan_va_khong_con_nguy_hiem,ket_an_cai_tao_khong_giam_giu_hoac_tu_den_03_nam_chap_hanh_tot_phap_luat_gia_dinh_dac_biet_kho_khan_va_khong_con_nguy_hiem,"Bị kết án cải tạo không giam giữ hoặc tù đến 03 năm, chấp hành tốt pháp luật, gia đình đặc biệt khó khăn và không còn nguy hiểm",EVENT::mien_chap_hanh_hinh_phat,mien_chap_hanh_hinh_phat,Được miễn chấp hành hình phạt || Có thể được miễn chấp hành hình phạt,EVENT::van_phai_thuc_hien_nghia_vu_dan_su,van_phai_thuc_hien_nghia_vu_dan_su,Vẫn phải thực hiện nghĩa vụ dân sự,173,62,177,62,1,1
EVENT::ket_an_cai_tao_khong_giam_giu_hoac_tu_den_03_nam_chua_chap_hanh_va_da_lap_cong,ket_an_cai_tao_khong_giam_giu_hoac_tu_den_03_nam_chua_chap_hanh_va_da_lap_cong,"Bị kết án cải tạo không giam giữ hoặc tù đến 03 năm, chưa chấp hành và đã lập công",EVENT::mien_chap_hanh_hinh_phat,mien_chap_hanh_hinh_phat,Được miễn chấp hành hình phạt || Có thể được miễn chấp hành hình phạt,EVENT::van_phai_thuc_hien_nghia_vu_dan_su,van_phai_thuc_hien_nghia_vu_dan_su,Vẫn phải thực hiện nghĩa vụ dân sự,171,62,177,62,1,1
EVENT::ket_an_cai_tao_khong_giam_giu_hoac_tu_den_03_nam_chua_chap_hanh_va_mac_benh_hiem_ngheo,ket_an_cai_tao_khong_giam_giu_hoac_tu_den_03_nam_chua_chap_hanh_va_mac_benh_hiem_ngheo,"Bị kết án cải tạo không giam giữ hoặc tù đến 03 năm, chưa chấp hành và mắc bệnh hiểm nghèo",EVENT::mien_chap_hanh_hinh_phat,mien_chap_hanh_hinh_phat,Được miễn chấp hành hình phạt || Có thể được miễn chấp hành hình phạt,EVENT::van_phai_thuc_hien_nghia_vu_dan_su,van_phai_thuc_hien_nghia_vu_dan_su,Vẫn phải thực hiện nghĩa vụ dân sự,172,62,177,62,1,1
EVENT::la_cay_coca_la_khat_la_cay_catha_edulis_la_re_than_canh_hoa_qua_cua_cay_can_sa_hoac_bo_phan_cua_cay_khac_co_chua_chat_ma_tuy_do_chinh_phu_quy_dinh_co_khoi_luong_150_kilogam_tro_len,la_cay_coca_la_khat_la_cay_catha_edulis_la_re_than_canh_hoa_qua_cua_cay_can_sa_hoac_bo_phan_cua_cay_khac_co_chua_chat_ma_tuy_do_chinh_phu_quy_dinh_co_khoi_luong_150_kilogam_tro_len,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng 150 kilôgam trở lên",EVENT::phat_tu_chung_than_hoac_tu_hinh,phat_tu_chung_than_hoac_tu_hinh,Bị phạt tù chung thân hoặc tử hình || Phạt tù chung thân hoặc tử hình:,EVENT::thoi_hieu_thi_hanh_ban_an_20_nam,thoi_hieu_thi_hanh_ban_an_20_nam,Thời hiệu thi hành bản án 20 năm,1593,251,166,60,1,1
EVENT::phap_nhan_du_dieu_kien_xoa_an_tich,phap_nhan_du_dieu_kien_xoa_an_tich,Pháp nhân đủ điều kiện xóa án tích,EVENT::xoa_an_tich,xoa_an_tich,Được xóa án tích || Có thể được xóa án tích,EVENT::duoc_coi_nhu_chua_bi_ket_an,duoc_coi_nhu_chua_bi_ket_an,Được coi như chưa bị kết án,230,89,197,69,1,1
EVENT::qua_thuoc_phien_kho_co_khoi_luong_1_200_kilogam_tro_len,qua_thuoc_phien_kho_co_khoi_luong_1_200_kilogam_tro_len,Quả thuốc phiện khô có khối lượng 1.200 kilôgam trở lên,EVENT::phat_tu_chung_than_hoac_tu_hinh,phat_tu_chung_than_hoac_tu_hinh,Bị phạt tù chung thân hoặc tử hình || Phạt tù chung thân hoặc tử hình:,EVENT::thoi_hieu_thi_hanh_ban_an_20_nam,thoi_hieu_thi_hanh_ban_an_20_nam,Thời hiệu thi hành bản án 20 năm,1594,251,166,60,1,1
